name,voice_model,bio,bio_url,advanced_voice_model,skyrim_voice_folder,race,gender,species,ref_id,base_id,author,voice_accent,note
rikka,FemaleArgonian,rikka habite à Faillaise. c'est une Argonienne. elle a la peau violette et écailleuse. elle travaille comme barmaid et porte généralement une tenue de barmaid quelque peu révélatrice.,https://www.nexusmods.com/skyrimspecialedition/mods/595,ArgonianFemale,FemaleArgonian,Argonian,Female,Argonian,00EFD1,00EFC8,Shawn,tr,
rilja stone-hearth,Sofia,"Rilja Stone-Hehh est un prêteur sur gages qui possède un stand au marché de Bruma. elle se spécialise dans les objets anciens nordiques.
rilja est une femme nordique relativement jeune aux cheveux bruns mi-longs. elle porte généralement des vêtements en fourrure colovienne et une paire de bottes fines, ainsi qu'une hache de guerre nordique aiguisée unique. elle vit dans une cabane dans les bidonvilles de la ville. comparée aux autres cabanes des bidonvilles, elle est bien mieux entretenue et meublée, avec des banderoles, des fourrures et des décorations nordiques ornant les murs.
son étal de marchand sur la place du marché est situé entre la chapelle saint martin et le jerall view inn. elle dîne et boit souvent au Jerall View Inn après le travail. cette taverne/auberge est dirigée par Stantus Faleria et sa femme Hjotra, avec l'aide d'une femme nommée Lassinia Iron-Heart.
rilja est très fière de son héritage nordique. elle converse souvent avec ses clients. l'un de ses habitués est un homme âgé nommé Ralgar Silver-Pluw.
citations:
""Je suis fier de mes ancêtres, comme tous les Nordiques devraient l'être.""
""Le commerce est lent, avec tous les problèmes dans le Nord.""
quand sur son stand de marché : ""ici pour parcourir ma belle sélection d'objets nordiques anciens ?""
si on lui pose des questions sur sa collection : « J'en ai collectionné beaucoup au cours de mes années d'aventure. J'avais l'habitude d'errer à Bordeciel à la recherche d'opportunités et d'aventures. J'ai parcouru pas mal de ruines nordiques à cette époque et j'ai pris goût aux J'ai donc commencé à les collectionner au fur et à mesure de mes aventures, et lorsque j'ai finalement décidé de m'installer, j'avais un stock assez important.
si on lui demande pourquoi elle vend une partie de sa collection : ""pourquoi pas ? ce n'est pas quelque chose que l'on voit très souvent en vente, et je pense qu'il y a beaucoup de Nordiques ici à Bruma qui aimeraient un petit souvenir de leur histoire.""
si on lui demande comment vont les affaires : ""ça va bien. beaucoup de voyageurs ont tendance à acheter chez moi, ainsi que des jeunes nordiques qui me cherchent, essayent de retrouver leur héritage nordique ici, en cyrodiil.""
si on lui demande pourquoi elle est en cyrodiil : ""pour la même raison que je vends d'anciens objets nordiques : pour que les jeunes nordiques d'ici à bruma puissent se souvenir de leur Regarde-les-Racines. bruma a tous les atouts de surface de Bordeciel : la neige, le froid . mais Bordeciel c'est bien plus que ça, quelque chose que Bruma n'est pas et ne pourra jamais être, c'est les ruines nordiques qui parsèment le paysage, c'est la diversité des murs du Dragon : Blancherive et La Crevasse, Le Clos et Estemarche. La variation de la culture nordique est quelque chose que Cyrodiil n'a pas. Je serai content si ma présence ici rappelle à quelques Nordiques qu'ils ne sont pas seulement des impériaux avec plus de poils sur le visage et des voix plus graves.",https://www.nexusmods.com/skyrimspecialedition/mods/10917,sofia,cyrfemalenord,Nord,Female,Human,06DF26,02DAFC,Shawn,en,Same VA as Sofia
rina,FemaleSultry,"Rina vit à Solitude, la capitale provinciale de Bordeciel. elle travaille comme barmaid au Ragnard pervers, une auberge/taverne populaire. Le patron de Rina est un Impérial nommé Corpulus Vinius, propriétaire de l'auberge. Corpulus est aidé dans la gestion de l'auberge par ses enfants : son jeune fils adulte Sorex et sa fille cadette capable Minette. Kirginne (une Nordique), Miraette (une Impériale) et Suleen (une Altmer) sont les collègues barmaid de Rina à la taverne. les bardes de l'Académie des bardes de Solitude (comme une femme joyeuse nommée Lisette) jouent souvent de la musique à la taverne.
rina est une Brétonne aux longs cheveux châtain foncé, aux yeux noisette et à la poitrine généreuse. comme beaucoup de Bretonnes, elle est assez petite. elle porte des vêtements typiques d'une femme barman. en plus de servir des boissons, rina aide à coordonner la location des chambres à l'auberge.",https://www.nexusmods.com/skyrimspecialedition/mods/595,BretonFemaleSultry,FemaleSultry,Breton,Female,Human,0319CA,0319C5,Shawn,fr,
rolf,MaleEvenToned,"Rolf travaille comme capitaine. Depuis son lieu de résidence sur la rivière Karth (juste en amont de la ville de Pondragon), Rolf propose des traversées en ferry vers tous les ports de la côte nord de Bordeciel avec la mer des fantômes, comme Solitude (le plus proche), Aubétoile et Vendeaume (le plus éloigné). ). le coût du service de transport de rolf dépend de la distance jusqu'à la destination du client. son bateau est suffisamment petit pour que seules quelques personnes puissent monter à bord à la fois.
citations:
""Vous cherchez à louer un bateau ?""",https://www.nexusmods.com/skyrimspecialedition/mods/8379,MaleEvenToned,MaleEvenToned,Nord,Male,Human,2D4C0A,2D4C09,Shawn,en,
roxelle,FemaleYoungEager,"roxelle est une jeune femme qui travaille comme barde.
Roxelle et sa sœur jumelle ont grandi chez les Parjure de La Crevasse. Roxelle a finalement quitté sa famille par désapprobation des méthodes barbares des Parjure, qui se rebellent contre la domination nordique de La Crevasse en attaquant les caravanes et en assassinant des innocents. malheureusement, sa sœur jumelle est toujours fermement ancrée dans le style de vie des raiders Parjure. Roxelle est prête à discuter de son passé et de sa sœur, même si elle préférerait que les informations concernant son association avec le Parjure ne soient pas partagées avec d'autres.
roxelle joue en tant que membre d'un trio de bardes entièrement féminin au Club de la Nouvelle Gnisis dans le quartier gris de Vendeaume, aux côtés d'une jeune dunmer nommée evelyna et d'un Argonien nommé beeele. ce cornerclub/taverne est dirigé par un dunmer nommé Ambarys Rendar, et est principalement fréquenté par les dunmers qui vivent dans le quartier gris de la ville.
Si la candidature d'Evelyna, l'amie de Roxelle, au collège Barde de Solitude (la capitale provinciale de Bordeciel) est acceptée, Roxelle et Beeele déménageront bientôt également à Solitude et commenceront à jouer fréquemment à la taverne des pervers Le Ragnard à Solitude.",https://www.nexusmods.com/skyrimspecialedition/mods/18330,BretonFemaleYoungEager,settefemaleuniqueroxelle,Breton,Female,Human,A6459F,A64599,Shawn,fr,"Custom voiced, feel free to change the assigned voice model"
saeliah,FemaleEvenToned,"saeliah travaille comme barde au cornerclub Le Netch éméché à Corberoc. elle est employée par Geldis Sadri, le propriétaire du cornerclub. dans la culture dunmer, un cornerclub est analogue à une auberge/taverne. Corberoc est la principale colonie de Solstheim, sur sa côte sud-ouest. Solstheim est une île dans la mer des fantômes, au nord de Bordeciel et de Morrowind. Solstheim est désormais gouverné dans le cadre de Morrowind, plus précisément comme l'un des domaines de la maison Redoran. la majorité de la population de Corberoc est composée de Dunmers, y compris tous les autres travailleurs du cornerclub (sauf Saeliah).
Geldis dirige Le Netch éméché depuis des années. il aime se vanter que le cornerclub est ""la maison du plus beau sujamma qui ornera jamais vos lèvres"". ils proposent également d'autres boissons dunmer telles que le shein, le flin et le mazte, ainsi que de l'hydromel, des vins et diverses options de restauration. Yanne, Arnynne et Agna travaillent comme barmaids au cornerclub, et Yanne aide également à coordonner la location de chambres pour les voyageurs qui y séjournent.
saeliah est une femme impériale, sa peau claire contrastant avec la peau elfique sombre des habitants de Corberoc. elle a les yeux bleu profond et de longs cheveux auburn. elle porte généralement une longue robe bleu-gris. Lorsqu'elle travaille, Saeliah reste généralement près du centre du club du coin, chantant et jouant de son luth, de son tambour et d'autres instruments.",https://www.nexusmods.com/skyrimspecialedition/mods/595,ImperialFemaleEvenToned,FemaleEvenToned,Imperial,Female,Human,05963E,0400F9,Shawn,pt,
samanta,FemaleYoungEager,"Samanta vit à Markarth, où elle travaille comme barmaid à l'Auberge du Sang-d'Argent. cette taverne se trouve à proximité de la porte principale et du marché de la ville. une Nordique nommée Lamia est l'une des collègues barmaid de Samanta. une femme nommée Sharli y travaille également comme barmaid et aide également à coordonner la location des chambres à l'auberge.
le patron des barmaids est le gérant de l'auberge, un Nordique plus âgé nommé Kleppr. L'épouse de Kleppr, Frabbi, l'aide à diriger l'auberge. Kleppr et Frabbi se disputent et s'insultent toujours. Kleppr et Frabbi ont un fils nommé Hreinn et une fille nommée Hroki, tous deux à la fin de l'adolescence.
Samanta est une petite jeune Brétonne aux yeux bleus et aux cheveux blonds sales qu'elle tient en queue de cheval. elle porte une tenue de barmaid un peu révélatrice, typique des barmaids de Bordeciel. elle a tendance à travailler le soir et la nuit. lorsqu'elle travaille, Samanta se promène dans la taverne et sert des boissons et de la nourriture.",https://www.nexusmods.com/skyrimspecialedition/mods/595,BretonFemaleYoungEager,FemaleYoungEager,Breton,Female,Human,03194C,0318D6,Shawn,fr,
sannlith,FemaleSultry,"Sannlith, une femme Impériale, vit à Faillaise. elle travaille comme barmaid au Dard de l'abeille, une auberge/taverne populaire près de la Grand-place de Faillaise. Le patron de Sannlith est l'aubergiste, une Argonienne nommée Keerava. un Argonien nommé Talen-Jei est un autre propriétaire du Dard de l'abeille, et il a une relation amoureuse avec Keerava.
une jeune Nordique nommée Courtney travaille également comme barmaid au Dard de l'abeille. une Rougegarde nommée Shaed travaille comme barde dans la taverne, chantant et jouant de son luth.
Sannlith a la peau claire, de longs cheveux blonds et des yeux bleus. elle porte des vêtements typiques d'une femme barman. en plus de servir de la nourriture et des boissons, sannlith aide à coordonner la location des chambres à l'auberge.
 ",https://www.nexusmods.com/skyrimspecialedition/mods/595,ImperialFemaleSultry,FemaleSultry,Imperial,Female,Human,31993,31991,Shawn,pt,
shady Sam,MaleSlyCynical,"Sam est un commerçant résidant à Aubétoile. c'est un Breton. certains l'appellent ""Shady Sam"".
Aubétoile est la capitale du Clos, près du centre de la côte nord de Bordeciel avec la mer des fantômes. Aubétoile est connue pour ses riches mines, son port et sa pêche. Aubétoile est l'une des colonies les plus froides de Bordeciel et réside dans la neige et la glace presque perpétuelles.
Sam vend une grande variété de potions. il vend également secrètement du skooma, un stupéfiant illégal notoire. il porte généralement des robes noires à capuche. le soir, on le trouve souvent à l'Auberge Montvent, une taverne locale populaire dirigée par un homme nommé Thoring.",https://www.nexusmods.com/skyrimspecialedition/mods/272,BretonMaleSlyCynical,Male Sly Cynical,Breton,Male,Human,0370FE,0370FB,Shawn,fr,
shaed,FemaleEvenToned,"Shaed vit à Faillaise. elle travaille comme barde au Dard de l'abeille, une auberge/taverne populaire près de la Grand-place de Faillaise. Le patron de Shaed est l'aubergiste, une Argonienne nommée Keerava. un Argonien nommé Talen-Jei est un autre propriétaire du Dard de l'abeille, et il a une relation amoureuse avec keerva. une jeune Nordique nommée Courtney travaille comme barmaid à la taverne. une femme impériale nommée Sannlith y travaille également comme barmaid et aide également à coordonner la location des chambres à l'auberge.
Shaed est un Rougegarde. elle a les yeux bleus et la couleur de ses cheveux est un mélange de blond et de brun. elle porte une longue robe bleu-gris lorsqu'elle travaille. Au Dard de l'abeille, Shaed se tient au rez-de-chaussée de la taverne, chantant et jouant de son luth et d'autres instruments.",https://www.nexusmods.com/skyrimspecialedition/mods/595,RedguardFemaleEvenToned,FemaleEvenToned,Redguard,Female,Human,072BC0,072BBD,Shawn,ar,
